source_id,slug,title,corpus,open
jw-letter-1764-03-to-his-brother-charles-london-march-1-1764,jw/letters/1764/03-to-his-brother-charles-london-march-1-1764,03 To His Brother Charles London March 1 1764,jw-letters,True
jw-letter-1764-04-to-mrs-freeman,jw/letters/1764/04-to-mrs-freeman,04 To Mrs Freeman,jw-letters,True
jw-letter-1764-05-to-samuel-furly-lewisham-march-6-1764,jw/letters/1764/05-to-samuel-furly-lewisham-march-6-1764,05 To Samuel Furly Lewisham March 6 1764,jw-letters,True
jw-letter-1764-06-to-mrs-ryan,jw/letters/1764/06-to-mrs-ryan,06 To Mrs Ryan,jw-letters,True
jw-letter-1764-07-to-thomas-hartley,jw/letters/1764/07-to-thomas-hartley,07 To Thomas Hartley,jw-letters,True
jw-letter-1764-08-to-mr---sheffield-march-29-1764,jw/letters/1764/08-to-mr---sheffield-march-29-1764,08 To Mr   Sheffield March 29 1764,jw-letters,True
jw-letter-1764-09-to-various-clergymen,jw/letters/1764/09-to-various-clergymen,09 To Various Clergymen,jw-letters,True
jw-letter-1764-10-to-the-countess-of-huntingdon,jw/letters/1764/10-to-the-countess-of-huntingdon,10 To The Countess Of Huntingdon,jw-letters,True
jw-letter-1764-11-to-mrs-ryan,jw/letters/1764/11-to-mrs-ryan,11 To Mrs Ryan,jw-letters,True
jw-letter-1764-12-to-mrs-woodhouse,jw/letters/1764/12-to-mrs-woodhouse,12 To Mrs Woodhouse,jw-letters,True
jw-letter-1764-13-to-george-merryweather-newcastle-upon-tyne-may-7-1,jw/letters/1764/13-to-george-merryweather-newcastle-upon-tyne-may-7-1,13 To George Merryweather Newcastle Upon Tyne May 7 1,jw-letters,True
jw-letter-1764-14-to-thomas-newall-newcastle-upon-tyne-may-7-1764,jw/letters/1764/14-to-thomas-newall-newcastle-upon-tyne-may-7-1764,14 To Thomas Newall Newcastle Upon Tyne May 7 1764,jw-letters,True
jw-letter-1764-15-to-cradock-glascott,jw/letters/1764/15-to-cradock-glascott,15 To Cradock Glascott,jw-letters,True
jw-letter-1764-16-to-the-countess-of-huntingdon,jw/letters/1764/16-to-the-countess-of-huntingdon,16 To The Countess Of Huntingdon,jw-letters,True
jw-letter-1764-17-to-his-brother-charles-haddington-may-25-1764,jw/letters/1764/17-to-his-brother-charles-haddington-may-25-1764,17 To His Brother Charles Haddington May 25 1764,jw-letters,True
jw-letter-1764-18-to-dorothy-furly-edinburgh-may-28-1764,jw/letters/1764/18-to-dorothy-furly-edinburgh-may-28-1764,18 To Dorothy Furly Edinburgh May 28 1764,jw-letters,True
jw-letter-1764-19-to-matthew-errington,jw/letters/1764/19-to-matthew-errington,19 To Matthew Errington,jw-letters,True
jw-letter-1764-20-to-margaret-lewen,jw/letters/1764/20-to-margaret-lewen,20 To Margaret Lewen,jw-letters,True
jw-letter-1764-21-to-lady-maxwell,jw/letters/1764/21-to-lady-maxwell,21 To Lady Maxwell,jw-letters,True
jw-letter-1764-22-to-miss-j-c-march-whitehaven-june-24-1764,jw/letters/1764/22-to-miss-j-c-march-whitehaven-june-24-1764,22 To Miss J C March Whitehaven June 24 1764,jw-letters,True
jw-letter-1764-23-to-sarah-moore,jw/letters/1764/23-to-sarah-moore,23 To Sarah Moore,jw-letters,True
jw-letter-1764-24-to-lady-maxwell-manchester-july-io-1764,jw/letters/1764/24-to-lady-maxwell-manchester-july-io-1764,24 To Lady Maxwell Manchester July Io 1764,jw-letters,True
jw-letter-1764-25-to-ebenezer-blackwell-liverpool-july-14-1764,jw/letters/1764/25-to-ebenezer-blackwell-liverpool-july-14-1764,25 To Ebenezer Blackwell Liverpool July 14 1764,jw-letters,True
jw-letter-1764-26-to-samuel-furly,jw/letters/1764/26-to-samuel-furly,26 To Samuel Furly,jw-letters,True
jw-letter-1764-27-to-the-earl-of-dartmouth-lampeter-july-26-1764,jw/letters/1764/27-to-the-earl-of-dartmouth-lampeter-july-26-1764,27 To The Earl Of Dartmouth Lampeter July 26 1764,jw-letters,True
jw-letter-1764-28-to-lady-maxwell-london-august-17-1764,jw/letters/1764/28-to-lady-maxwell-london-august-17-1764,28 To Lady Maxwell London August 17 1764,jw-letters,True
jw-letter-1764-29-to-thomas-rankin,jw/letters/1764/29-to-thomas-rankin,29 To Thomas Rankin,jw-letters,True
jw-letter-1764-30-to-lady-maxwell,jw/letters/1764/30-to-lady-maxwell,30 To Lady Maxwell,jw-letters,True
jw-letter-1764-31-to-ann-foard,jw/letters/1764/31-to-ann-foard,31 To Ann Foard,jw-letters,True
jw-letter-1764-32-to-christopher-hopper-bristol-september-29-1764,jw/letters/1764/32-to-christopher-hopper-bristol-september-29-1764,32 To Christopher Hopper Bristol September 29 1764,jw-letters,True
jw-letter-1764-33-to-samuel-furly-yarmouth-october-ii-1764,jw/letters/1764/33-to-samuel-furly-yarmouth-october-ii-1764,33 To Samuel Furly Yarmouth October Ii 1764,jw-letters,True
jw-letter-1764-34-to-ann-foard-norwich-october-12-1764,jw/letters/1764/34-to-ann-foard-norwich-october-12-1764,34 To Ann Foard Norwich October 12 1764,jw-letters,True
jw-letter-1764-35-to-miss-march-norwich-october-13-1764,jw/letters/1764/35-to-miss-march-norwich-october-13-1764,35 To Miss March Norwich October 13 1764,jw-letters,True
jw-letter-1764-36-to-the-printer-of-the-st-jamess-chronicle-london-o,jw/letters/1764/36-to-the-printer-of-the-st-jamess-chronicle-london-o,36 To The Printer Of The St Jamess Chronicle London O,jw-letters,True
jw-letter-1764-37-to-the-societies-at-bristol,jw/letters/1764/37-to-the-societies-at-bristol,37 To The Societies At Bristol,jw-letters,True
jw-letter-1764-38-to-thomas-rankin,jw/letters/1764/38-to-thomas-rankin,38 To Thomas Rankin,jw-letters,True
jw-letter-1764-39-to-thomas-rankin,jw/letters/1764/39-to-thomas-rankin,39 To Thomas Rankin,jw-letters,True
jw-letter-1764-40-to-his-brother-charles,jw/letters/1764/40-to-his-brother-charles,40 To His Brother Charles,jw-letters,True
jw-letter-1764-41-to-sarah-moore-london-december-8-1764,jw/letters/1764/41-to-sarah-moore-london-december-8-1764,41 To Sarah Moore London December 8 1764,jw-letters,True
jw-letter-1764-42-to-thomas-rankin,jw/letters/1764/42-to-thomas-rankin,42 To Thomas Rankin,jw-letters,True
jw-letter-1764-43-to-the-mayor-and-corporation-of-bristol-london-dec,jw/letters/1764/43-to-the-mayor-and-corporation-of-bristol-london-dec,43 To The Mayor And Corporation Of Bristol London Dec,jw-letters,True
jw-letter-1764-44-to-his-brother-charles,jw/letters/1764/44-to-his-brother-charles,44 To His Brother Charles,jw-letters,True
jw-letter-1765-01-to-his-brother-charles,jw/letters/1765/01-to-his-brother-charles,01 To His Brother Charles,jw-letters,True
jw-letter-1765-02-to-thomas-rankin-ovington-january-13-1765,jw/letters/1765/02-to-thomas-rankin-ovington-january-13-1765,02 To Thomas Rankin Ovington January 13 1765,jw-letters,True
jw-letter-1765-03-to-the-printer-of-the-st-jamess-chronicle,jw/letters/1765/03-to-the-printer-of-the-st-jamess-chronicle,03 To The Printer Of The St Jamess Chronicle,jw-letters,True
jw-letter-1765-04-to-thomas-rankin-london-february-9-1765,jw/letters/1765/04-to-thomas-rankin-london-february-9-1765,04 To Thomas Rankin London February 9 1765,jw-letters,True
jw-letter-1765-05-to-the-printer-of-the-st-jamess-chronicle-london-f,jw/letters/1765/05-to-the-printer-of-the-st-jamess-chronicle-london-f,05 To The Printer Of The St Jamess Chronicle London F,jw-letters,True
jw-letter-1765-06-to-thomas-rankin,jw/letters/1765/06-to-thomas-rankin,06 To Thomas Rankin,jw-letters,True
jw-letter-1765-07-to-john-newton,jw/letters/1765/07-to-john-newton,07 To John Newton,jw-letters,True
jw-letter-1765-08-to-dr-erskine,jw/letters/1765/08-to-dr-erskine,08 To Dr Erskine,jw-letters,True
jw-letter-1765-09-to-john-newton,jw/letters/1765/09-to-john-newton,09 To John Newton,jw-letters,True
jw-letter-1765-10-to-lady-maxwell,jw/letters/1765/10-to-lady-maxwell,10 To Lady Maxwell,jw-letters,True
jw-letter-1765-11-to-james-knox,jw/letters/1765/11-to-james-knox,11 To James Knox,jw-letters,True
jw-letter-1765-12-to-peggy-dale,jw/letters/1765/12-to-peggy-dale,12 To Peggy Dale,jw-letters,True
jw-letter-1765-13-to-the-leaders-and-stewards-limerick-june-9-1765,jw/letters/1765/13-to-the-leaders-and-stewards-limerick-june-9-1765,13 To The Leaders And Stewards Limerick June 9 1765,jw-letters,True
jw-letter-1765-14-to-thomas-rankin,jw/letters/1765/14-to-thomas-rankin,14 To Thomas Rankin,jw-letters,True
jw-letter-1765-15-to-peggy-dale-kilkenny-july-5-1765,jw/letters/1765/15-to-peggy-dale-kilkenny-july-5-1765,15 To Peggy Dale Kilkenny July 5 1765,jw-letters,True
jw-letter-1765-16-to-lady-maxwell-kilkenny-july-5-1765,jw/letters/1765/16-to-lady-maxwell-kilkenny-july-5-1765,16 To Lady Maxwell Kilkenny July 5 1765,jw-letters,True
jw-letter-1765-17-to-thomas-rankin,jw/letters/1765/17-to-thomas-rankin,17 To Thomas Rankin,jw-letters,True
jw-letter-1765-18-to-miss-march-newcastle-upon-tyne-august-9-1765,jw/letters/1765/18-to-miss-march-newcastle-upon-tyne-august-9-1765,18 To Miss March Newcastle Upon Tyne August 9 1765,jw-letters,True
jw-letter-1765-19-to-miss-march-bristol-august-31-1765,jw/letters/1765/19-to-miss-march-bristol-august-31-1765,19 To Miss March Bristol August 31 1765,jw-letters,True
jw-letter-1765-20-to-richard-walsh,jw/letters/1765/20-to-richard-walsh,20 To Richard Walsh,jw-letters,True
jw-letter-1765-21-to-thomas-rankin,jw/letters/1765/21-to-thomas-rankin,21 To Thomas Rankin,jw-letters,True
jw-letter-1765-22-to-mrs-crosby-kingswood-october-5-1765,jw/letters/1765/22-to-mrs-crosby-kingswood-october-5-1765,22 To Mrs Crosby Kingswood October 5 1765,jw-letters,True
jw-letter-1765-23-to-miss-march-bristol-october-13-1765,jw/letters/1765/23-to-miss-march-bristol-october-13-1765,23 To Miss March Bristol October 13 1765,jw-letters,True
jw-letter-1765-24-to-christopher-hopper,jw/letters/1765/24-to-christopher-hopper,24 To Christopher Hopper,jw-letters,True
jw-letter-1765-25-to-peggy-dale-london-november-6-1765,jw/letters/1765/25-to-peggy-dale-london-november-6-1765,25 To Peggy Dale London November 6 1765,jw-letters,True
jw-letter-1765-26-to-william-orpe,jw/letters/1765/26-to-william-orpe,26 To William Orpe,jw-letters,True
jw-letter-1765-27-to-thomas-rankin-london-november-18-1765,jw/letters/1765/27-to-thomas-rankin-london-november-18-1765,27 To Thomas Rankin London November 18 1765,jw-letters,True
jw-letter-1765-28-to-george-gidley,jw/letters/1765/28-to-george-gidley,28 To George Gidley,jw-letters,True
jw-letter-1765-29-to-lady-maxwell,jw/letters/1765/29-to-lady-maxwell,29 To Lady Maxwell,jw-letters,True
jw-letter-1765-30-to-william-orpe-london-december-14-1765,jw/letters/1765/30-to-william-orpe-london-december-14-1765,30 To William Orpe London December 14 1765,jw-letters,True
jw-letter-1765-31-to-christopher-hopper,jw/letters/1765/31-to-christopher-hopper,31 To Christopher Hopper,jw-letters,True
jw-letter-1765-32-to-peggy-dale-london-december-31-1765,jw/letters/1765/32-to-peggy-dale-london-december-31-1765,32 To Peggy Dale London December 31 1765,jw-letters,True
jw-letter-1766-01-to-mrs-wyndowe-london-january-7-1766,jw/letters/1766/01-to-mrs-wyndowe-london-january-7-1766,01 To Mrs Wyndowe London January 7 1766,jw-letters,True
jw-letter-1766-02-to-thomas-rankin,jw/letters/1766/02-to-thomas-rankin,02 To Thomas Rankin,jw-letters,True
jw-letter-1766-03-to-george-merryweather,jw/letters/1766/03-to-george-merryweather,03 To George Merryweather,jw-letters,True
jw-letter-1766-04-to-peggy-dale,jw/letters/1766/04-to-peggy-dale,04 To Peggy Dale,jw-letters,True
jw-letter-1766-05-to-his-brother-charles-lewisham-february-28-1766,jw/letters/1766/05-to-his-brother-charles-lewisham-february-28-1766,05 To His Brother Charles Lewisham February 28 1766,jw-letters,True
jw-letter-1767-01-to-ann-foard,jw/letters/1767/01-to-ann-foard,01 To Ann Foard,jw-letters,True
jw-letter-1767-02-to-thomas-rankin,jw/letters/1767/02-to-thomas-rankin,02 To Thomas Rankin,jw-letters,True
jw-letter-1767-03-to-his-brother-charles,jw/letters/1767/03-to-his-brother-charles,03 To His Brother Charles,jw-letters,True
jw-letter-1767-04-to-george-merryweather,jw/letters/1767/04-to-george-merryweather,04 To George Merryweather,jw-letters,True
jw-letter-1767-05-to-his-brother-charles,jw/letters/1767/05-to-his-brother-charles,05 To His Brother Charles,jw-letters,True
jw-letter-1767-06-to-lady-maxwell,jw/letters/1767/06-to-lady-maxwell,06 To Lady Maxwell,jw-letters,True
jw-letter-1767-07-to-the-editor-of-lloyds-evening-post,jw/letters/1767/07-to-the-editor-of-lloyds-evening-post,07 To The Editor Of Lloyds Evening Post,jw-letters,True
jw-letter-1767-08-to-george-whitefeld,jw/letters/1767/08-to-george-whitefeld,08 To George Whitefeld,jw-letters,True
jw-letter-1767-09-to-peggy-dale,jw/letters/1767/09-to-peggy-dale,09 To Peggy Dale,jw-letters,True
jw-letter-1767-10-to-ann-foard,jw/letters/1767/10-to-ann-foard,10 To Ann Foard,jw-letters,True
jw-letter-1767-11-to-mrs-crosby,jw/letters/1767/11-to-mrs-crosby,11 To Mrs Crosby,jw-letters,True
jw-letter-1767-12-to-lady-maxwell,jw/letters/1767/12-to-lady-maxwell,12 To Lady Maxwell,jw-letters,True
jw-letter-1767-13-to-peggy-dale,jw/letters/1767/13-to-peggy-dale,13 To Peggy Dale,jw-letters,True
jw-letter-1767-14-to-lady-maxwell,jw/letters/1767/14-to-lady-maxwell,14 To Lady Maxwell,jw-letters,True
jw-letter-1767-15-to-peggy-dale,jw/letters/1767/15-to-peggy-dale,15 To Peggy Dale,jw-letters,True
jw-letter-1767-16-to-christopher-hopper,jw/letters/1767/16-to-christopher-hopper,16 To Christopher Hopper,jw-letters,True
jw-letter-1767-17-to-his-brother-charles,jw/letters/1767/17-to-his-brother-charles,17 To His Brother Charles,jw-letters,True
jw-letter-1767-18-to-miss-march,jw/letters/1767/18-to-miss-march,18 To Miss March,jw-letters,True
jw-letter-1767-19-to-duncan-wright,jw/letters/1767/19-to-duncan-wright,19 To Duncan Wright,jw-letters,True
jw-letter-1767-20-to-the-printer-of-the-freemans-journal,jw/letters/1767/20-to-the-printer-of-the-freemans-journal,20 To The Printer Of The Freemans Journal,jw-letters,True
jw-letter-1767-21-to-mrs-bennis,jw/letters/1767/21-to-mrs-bennis,21 To Mrs Bennis,jw-letters,True
jw-letter-1767-22-to-joseph-townsend,jw/letters/1767/22-to-joseph-townsend,22 To Joseph Townsend,jw-letters,True
jw-letter-1767-23-to-ann-foard,jw/letters/1767/23-to-ann-foard,23 To Ann Foard,jw-letters,True
jw-letter-1767-24-to-john-whitehead,jw/letters/1767/24-to-john-whitehead,24 To John Whitehead,jw-letters,True
jw-letter-1767-25-to-mary-bosanquet,jw/letters/1767/25-to-mary-bosanquet,25 To Mary Bosanquet,jw-letters,True
jw-letter-1767-26-to-peggy-dale,jw/letters/1767/26-to-peggy-dale,26 To Peggy Dale,jw-letters,True
jw-letter-1767-27-to-william-orpe,jw/letters/1767/27-to-william-orpe,27 To William Orpe,jw-letters,True
jw-letter-1767-28-to-peggy-dale,jw/letters/1767/28-to-peggy-dale,28 To Peggy Dale,jw-letters,True
jw-letter-1767-29-to-george-merryweather,jw/letters/1767/29-to-george-merryweather,29 To George Merryweather,jw-letters,True
jw-letter-1767-30-to-christopher-hopper,jw/letters/1767/30-to-christopher-hopper,30 To Christopher Hopper,jw-letters,True
jw-letter-1767-31-to-ann-foard,jw/letters/1767/31-to-ann-foard,31 To Ann Foard,jw-letters,True
jw-letter-1767-32-to-robert-costerdine,jw/letters/1767/32-to-robert-costerdine,32 To Robert Costerdine,jw-letters,True
jw-letter-1767-33-to-robert-costerdine,jw/letters/1767/33-to-robert-costerdine,33 To Robert Costerdine,jw-letters,True
jw-letter-1767-34-to-robert-costerdine,jw/letters/1767/34-to-robert-costerdine,34 To Robert Costerdine,jw-letters,True
jw-letter-1767-35-to-ann-foard,jw/letters/1767/35-to-ann-foard,35 To Ann Foard,jw-letters,True
jw-letter-1767-36-to-mrs-moon,jw/letters/1767/36-to-mrs-moon,36 To Mrs Moon,jw-letters,True
jw-letter-1767-37-to-james-oddie,jw/letters/1767/37-to-james-oddie,37 To James Oddie,jw-letters,True
jw-letter-1767-38-to-mrs-woodhouse,jw/letters/1767/38-to-mrs-woodhouse,38 To Mrs Woodhouse,jw-letters,True
jw-letter-1767-39-to-john-fenwick,jw/letters/1767/39-to-john-fenwick,39 To John Fenwick,jw-letters,True
jw-letter-1767-40-to-george-merryweather,jw/letters/1767/40-to-george-merryweather,40 To George Merryweather,jw-letters,True
jw-letter-1767-41-to-miss-g-wood,jw/letters/1767/41-to-miss-g-wood,41 To Miss G Wood,jw-letters,True
jw-letter-1768-01-to-samuel-levick,jw/letters/1768/01-to-samuel-levick,01 To Samuel Levick,jw-letters,True
jw-letter-1768-02-to-the-countess-of-huntingdon,jw/letters/1768/02-to-the-countess-of-huntingdon,02 To The Countess Of Huntingdon,jw-letters,True
jw-letter-1768-03-to-christopher-hopper,jw/letters/1768/03-to-christopher-hopper,03 To Christopher Hopper,jw-letters,True
jw-letter-1768-04-to-james-oddie,jw/letters/1768/04-to-james-oddie,04 To James Oddie,jw-letters,True
jw-letter-1768-05-to-his-brother-charles,jw/letters/1768/05-to-his-brother-charles,05 To His Brother Charles,jw-letters,True
jw-letter-1768-06-to-samuel-levick,jw/letters/1768/06-to-samuel-levick,06 To Samuel Levick,jw-letters,True
jw-letter-1768-07-to-mrs-moon,jw/letters/1768/07-to-mrs-moon,07 To Mrs Moon,jw-letters,True
jw-letter-1768-08-to-hannah-ball,jw/letters/1768/08-to-hannah-ball,08 To Hannah Ball,jw-letters,True
jw-letter-1768-09-to-peggy-dale,jw/letters/1768/09-to-peggy-dale,09 To Peggy Dale,jw-letters,True
jw-letter-1768-10-to-joseph-benson,jw/letters/1768/10-to-joseph-benson,10 To Joseph Benson,jw-letters,True
jw-letter-1768-11-to-mrs-woodhouse,jw/letters/1768/11-to-mrs-woodhouse,11 To Mrs Woodhouse,jw-letters,True
jw-letter-1768-12-to-ann-bolton,jw/letters/1768/12-to-ann-bolton,12 To Ann Bolton,jw-letters,True
jw-letter-1768-13-to-james-oddie,jw/letters/1768/13-to-james-oddie,13 To James Oddie,jw-letters,True
jw-letter-1768-14-to-miss-march,jw/letters/1768/14-to-miss-march,14 To Miss March,jw-letters,True
jw-letter-1768-15-to-john-fletcher,jw/letters/1768/15-to-john-fletcher,15 To John Fletcher,jw-letters,True
jw-letter-1768-16-to-robert-costerdine,jw/letters/1768/16-to-robert-costerdine,16 To Robert Costerdine,jw-letters,True
jw-letter-1768-17-to-christopher-hopper,jw/letters/1768/17-to-christopher-hopper,17 To Christopher Hopper,jw-letters,True
jw-letter-1768-18-to-ann-bolton,jw/letters/1768/18-to-ann-bolton,18 To Ann Bolton,jw-letters,True
jw-letter-1768-19-to-peggy-dale,jw/letters/1768/19-to-peggy-dale,19 To Peggy Dale,jw-letters,True
jw-letter-1768-20-to-robert-costerdine,jw/letters/1768/20-to-robert-costerdine,20 To Robert Costerdine,jw-letters,True
jw-letter-1768-21-to-ann-bolton,jw/letters/1768/21-to-ann-bolton,21 To Ann Bolton,jw-letters,True
jw-letter-1768-22-to-his-brother-charles,jw/letters/1768/22-to-his-brother-charles,22 To His Brother Charles,jw-letters,True
jw-letter-1768-23-to-the-rev-mr-plenderlieth,jw/letters/1768/23-to-the-rev-mr-plenderlieth,23 To The Rev Mr Plenderlieth,jw-letters,True
